image_id,filename,class_label,collection_date,location,latitude,longitude,width,height,format,file_size_kb,temperature_c,humidity_percent,weather_condition
90,algal_leaf_spot_70.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,92.08,26.1,92,Rainy
91,algal_leaf_spot_71.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,100.25,26.1,92,Rainy
92,algal_leaf_spot_72.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,98.82,26.1,92,Rainy
93,algal_leaf_spot_73.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,97.8,26.1,92,Rainy
94,algal_leaf_spot_74.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,91.76,26.1,92,Rainy
95,algal_leaf_spot_75.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,116.43,26.1,92,Rainy
96,algal_leaf_spot_76.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,104.54,26.1,92,Rainy
97,algal_leaf_spot_77.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,105.46,26.1,92,Rainy
98,algal_leaf_spot_78.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,123.02,26.1,92,Rainy
99,algal_leaf_spot_79.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,118.07,26.1,92,Rainy
100,algal_leaf_spot_80.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,102.52,26.1,92,Rainy
101,algal_leaf_spot_81.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,125.01,26.1,92,Rainy
102,algal_leaf_spot_82.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,91.92,26.1,92,Rainy
103,algal_leaf_spot_83.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,90.15,26.1,92,Rainy
104,algal_leaf_spot_84.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,97.91,26.1,92,Rainy
105,algal_leaf_spot_85.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,102.46,26.1,92,Rainy
106,algal_leaf_spot_86.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,119.27,26.1,92,Rainy
107,algal_leaf_spot_87.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,87.62,26.1,92,Rainy
108,algal_leaf_spot_88.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,98.6,26.1,92,Rainy
109,algal_leaf_spot_89.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,100.38,26.1,92,Rainy
110,algal_leaf_spot_90.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,107.23,26.1,92,Rainy
111,algal_leaf_spot_91.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,112.33,26.1,92,Rainy
112,algal_leaf_spot_92.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,120.32,26.1,92,Rainy
113,algal_leaf_spot_93.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,121.02,26.1,92,Rainy
114,algal_leaf_spot_94.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,109.96,26.1,92,Rainy
115,algal_leaf_spot_95.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,112.77,26.1,92,Rainy
116,algal_leaf_spot_96.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,97.34,26.1,92,Rainy
117,algal_leaf_spot_97.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,82.95,26.1,92,Rainy
118,algal_leaf_spot_98.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,98.19,26.1,92,Rainy
119,algal_leaf_spot_99.jpg,algal_leaf_spot,8/22/2025,National Botanical Garden,23.81303227,90.34760052,640,640,JPEG,82.71,26.1,92,Rainy
120,fruit_black_mold_01.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,46.74,27.8,81,Cloudy
121,fruit_black_mold_02.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,102.8,27.8,81,Cloudy
122,fruit_black_mold_03.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,65.33,27.8,81,Cloudy
123,fruit_black_mold_04.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,77.56,27.8,81,Cloudy
124,fruit_black_mold_05.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,72.76,27.8,81,Cloudy
125,fruit_black_mold_06.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,78.48,27.8,81,Cloudy
126,fruit_black_mold_07.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,71.03,27.8,81,Cloudy
127,fruit_black_mold_08.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,93.83,27.8,81,Cloudy
128,fruit_black_mold_09.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,97.79,27.8,81,Cloudy
129,fruit_black_mold_10.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,88.49,27.8,81,Cloudy
130,fruit_black_mold_11.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,81.98,27.8,81,Cloudy
131,fruit_black_mold_12.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,61.01,27.8,81,Cloudy
132,fruit_black_mold_13.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,77.96,27.8,81,Cloudy
133,fruit_black_mold_14.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,67.94,27.8,81,Cloudy
134,fruit_black_mold_15.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,44.54,27.8,81,Cloudy
135,fruit_black_mold_16.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,51.9,27.8,81,Cloudy
136,fruit_black_mold_17.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,72.5,27.8,81,Cloudy
137,fruit_black_mold_18.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,48.7,27.8,81,Cloudy
138,fruit_black_mold_19.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,55.69,27.8,81,Cloudy
139,fruit_black_mold_20.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,56.76,27.8,81,Cloudy
140,fruit_black_mold_21.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,69.51,27.8,81,Cloudy
141,fruit_black_mold_22.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,92.14,27.8,81,Cloudy
142,fruit_black_mold_23.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,62.45,27.8,81,Cloudy
143,fruit_black_mold_24.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,44.28,27.8,81,Cloudy
144,fruit_black_mold_25.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,53.28,27.8,81,Cloudy
145,fruit_black_mold_26.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,64.99,27.8,81,Cloudy
146,fruit_black_mold_27.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,68.91,27.8,81,Cloudy
147,fruit_black_mold_28.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,55.33,27.8,81,Cloudy
148,fruit_black_mold_29.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,73.1,27.8,81,Cloudy
149,fruit_black_mold_30.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,74.79,27.8,81,Cloudy
150,fruit_black_mold_31.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,64.13,27.8,81,Cloudy
151,fruit_black_mold_32.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,98.58,27.8,81,Cloudy
152,fruit_black_mold_33.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,71.77,27.8,81,Cloudy
153,fruit_black_mold_34.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,87.86,27.8,81,Cloudy
154,fruit_black_mold_35.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,76.44,27.8,81,Cloudy
155,fruit_black_mold_36.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,74.81,27.8,81,Cloudy
156,fruit_black_mold_37.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,87.12,27.8,81,Cloudy
157,fruit_black_mold_38.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,67.31,27.8,81,Cloudy
158,fruit_black_mold_39.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,77.61,27.8,81,Cloudy
159,fruit_black_mold_40.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,76.66,27.8,81,Cloudy
160,fruit_black_mold_41.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,57.61,27.8,81,Cloudy
161,fruit_black_mold_42.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,68.46,27.8,81,Cloudy
162,fruit_black_mold_43.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,63.04,27.8,81,Cloudy
163,fruit_black_mold_44.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,76.1,27.8,81,Cloudy
164,fruit_black_mold_45.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,73.25,27.8,81,Cloudy
165,fruit_black_mold_46.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,54.02,27.8,81,Cloudy
166,fruit_black_mold_47.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,55.71,27.8,81,Cloudy
167,fruit_black_mold_48.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,51,27.8,81,Cloudy
168,fruit_black_mold_49.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,78.52,27.8,81,Cloudy
169,fruit_black_mold_50.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,86.54,27.8,81,Cloudy
170,fruit_black_mold_51.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,91.77,27.8,81,Cloudy
171,fruit_black_mold_52.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,87,27.8,81,Cloudy
172,fruit_black_mold_53.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,81.16,27.8,81,Cloudy
